"Date","October-20-2023"
"Time","17h09m38s"
"PAX Card Serial","M00255249"
"PAX Card Name","PAX5710 Polarization Analyzing System"
"PAX Card Next Cal","September-19-2013"
"PAX Sensor Serial","M00255490"
"PAX Sensor Name","PAN5710VIS (400 - 700nm)"
"PAX Sensor Next Cal","September-19-2012"
"Wavelength [m]",6.330000e-07
"Basic Sample Rate [SPS]",6.666670e+01
"Power Range [dBm]","Auto"
"Azimuth Offset [�]",0.000000e+00
"Number of Basic Periods",1
"Signal Averaging",1
"Result Averaging",1
"Sample Time [s]",1.499999e-02
"Number of Measurements",1024
"Record Rate",8
"Record Time [s]",1.228799e+02
"Pretrigger Measurements",0
"Pretrigger Time [s]",0.000000e+00
"Trigger Source","Auto"
"Time Stamp [s]","Stokes 1","Stokes 2","Stokes 3","Azimuth [�]","Ellipticity [�]","Power Split Ratio","Phase Difference [�]","DOP [%]","Power [dBm]","Power [W]"
8.879995e+00,-9.855750e-01,1.284391e-01,1.102056e-01,8.628756e+01,3.163583e+00,7.212487e-03,4.063084e+01,2.802383e+00,-4.402807e+01,3.955424e-08,
8.999995e+00,-6.672179e-01,6.968025e-01,2.632233e-01,6.687875e+01,7.630702e+00,1.663910e-01,2.069450e+01,2.696849e+00,-4.397949e+01,3.999917e-08,
9.119995e+00,-6.619087e-01,6.658897e-01,3.441914e-01,6.741411e+01,1.006622e+01,1.690456e-01,2.733397e+01,9.104967e-01,-4.394030e+01,4.036171e-08,
9.239995e+00,-8.358505e-01,2.861551e-01,-4.684755e-01,8.055063e+01,-1.396769e+01,8.207477e-02,-5.858250e+01,3.296683e+00,-4.402275e+01,3.960275e-08,
9.359995e+00,-3.777454e-01,6.973791e-01,-6.090738e-01,5.922141e+01,-1.876128e+01,3.111273e-01,-4.113316e+01,1.665244e+00,-4.396753e+01,4.010951e-08,
9.479995e+00,4.122876e-02,9.303075e-01,3.644561e-01,4.373123e+01,1.068706e+01,5.206144e-01,2.139320e+01,6.009785e-01,-4.396891e+01,4.009674e-08,
9.599995e+00,-8.746578e-01,4.235891e-01,2.356819e-01,7.707975e+01,6.815912e+00,6.267109e-02,2.909125e+01,2.796971e+00,-4.400322e+01,3.978122e-08,
9.719995e+00,-1.296881e-01,9.550479e-01,2.665791e-01,4.886651e+01,7.730403e+00,4.351559e-01,1.559582e+01,3.167515e+00,-4.397164e+01,4.007153e-08,
9.839995e+00,-6.228269e-01,9.228542e-02,-7.768977e-01,8.578585e+01,-2.548870e+01,1.885866e-01,-8.322574e+01,2.053087e+00,-4.400952e+01,3.972357e-08,
9.959995e+00,4.323981e-01,4.465032e-01,-7.833689e-01,2.295972e+01,-2.578504e+01,7.161990e-01,-6.031780e+01,1.618296e+00,-4.394496e+01,4.031849e-08,
1.007999e+01,-9.788794e-01,2.043455e-01,-6.163655e-03,8.410429e+01,-1.765768e-01,1.056028e-02,-1.727684e+00,1.756398e+00,-4.403717e+01,3.947143e-08,
1.019999e+01,-4.380106e-01,8.043560e-01,4.014450e-01,5.928521e+01,1.183427e+01,2.809947e-01,2.652326e+01,2.687290e+00,-4.402700e+01,3.956400e-08,
1.031999e+01,2.054573e-01,9.327428e-01,2.962737e-01,3.878885e+01,8.616966e+00,6.027287e-01,1.762178e+01,1.365231e+00,-4.396158e+01,4.016450e-08,
1.043999e+01,-5.182103e-01,-8.037619e-01,-2.922754e-01,-6.140557e+01,-8.497115e+00,2.408949e-01,-1.600170e+02,1.014836e+00,-4.396075e+01,4.017217e-08,
1.055999e+01,-6.606168e-01,2.134272e-01,-7.197460e-01,8.104789e+01,-2.301676e+01,1.696916e-01,-7.348327e+01,2.749818e+00,-4.402327e+01,3.959799e-08,
1.067999e+01,-9.027450e-01,2.853916e-01,3.218743e-01,8.122815e+01,9.388157e+00,4.862749e-02,4.843803e+01,1.674656e+00,-4.402238e+01,3.960605e-08,
1.079999e+01,-3.017575e-01,9.034599e-01,3.044711e-01,5.423471e+01,8.863173e+00,3.491212e-01,1.862411e+01,2.828678e+00,-4.399561e+01,3.985094e-08,
1.091999e+01,-9.590308e-01,2.420180e-01,-1.472656e-01,8.291837e+01,-4.234249e+00,2.048459e-02,-3.132011e+01,1.757244e+00,-4.400760e+01,3.974111e-08,
1.103999e+01,-5.768075e-01,6.619259e-01,-4.786933e-01,6.553458e+01,-1.430005e+01,2.115963e-01,-3.587380e+01,3.179077e+00,-4.401222e+01,3.969888e-08,
1.115999e+01,-1.184537e-01,9.927085e-01,-2.232773e-02,4.840229e+01,-6.396955e-01,4.407732e-01,-1.288464e+00,1.326394e+00,-4.396208e+01,4.015988e-08,
1.127999e+01,-5.186722e-01,7.766571e-01,3.574673e-01,6.186802e+01,1.047237e+01,2.406639e-01,2.471491e+01,1.928262e+00,-4.400529e+01,3.976223e-08,
1.139999e+01,-7.152485e-01,6.139306e-01,3.339293e-01,6.967950e+01,9.753720e+00,1.423757e-01,2.854266e+01,3.107101e+00,-4.403635e+01,3.947888e-08,
1.151999e+01,1.700185e-01,8.992721e-01,4.029931e-01,3.964695e+01,1.188271e+01,5.850093e-01,2.413871e+01,3.461395e+00,-4.397109e+01,4.007665e-08,
1.163999e+01,2.064511e-01,8.767969e-01,4.342870e-01,3.837522e+01,1.286997e+01,6.032256e-01,2.634971e+01,6.583336e-01,-4.394023e+01,4.036240e-08,
1.175999e+01,-9.304456e-01,-6.159012e-02,-3.612169e-01,-8.810644e+01,-1.058747e+01,3.477719e-02,-9.967629e+01,2.170863e+00,-4.401144e+01,3.970596e-08,
1.187999e+01,4.529392e-01,8.530664e-01,-2.590827e-01,3.101687e+01,-7.507820e+00,7.264696e-01,-1.689393e+01,2.765635e+00,-4.394443e+01,4.032343e-08,
1.199999e+01,-6.864196e-01,-6.354982e-01,3.535113e-01,-6.860300e+01,1.035112e+01,1.567902e-01,1.509139e+02,1.352824e+00,-4.396540e+01,4.012914e-08,
1.211999e+01,-4.029672e-01,8.729169e-01,2.750156e-01,5.738980e+01,7.981471e+00,2.985164e-01,1.748722e+01,3.191542e+00,-4.400863e+01,3.973170e-08,
1.223999e+01,-7.328981e-01,6.793879e-01,3.594953e-02,6.858492e+01,1.030100e+00,1.335509e-01,3.028958e+00,9.651339e-01,-4.398904e+01,3.991135e-08,
1.235999e+01,-7.564395e-01,1.864735e-01,-6.269187e-01,8.307593e+01,-1.941158e+01,1.217803e-01,-7.343518e+01,2.702561e+00,-4.405781e+01,3.928434e-08,
1.247999e+01,-4.967075e-01,8.293659e-01,-2.558003e-01,6.045870e+01,-7.410506e+00,2.516462e-01,-1.714127e+01,2.769188e+00,-4.399633e+01,3.984434e-08,
1.259999e+01,-9.258023e-01,1.432143e-01,3.498283e-01,8.560325e+01,1.023841e+01,3.709886e-02,6.773657e+01,2.151158e+00,-4.403526e+01,3.948880e-08,
1.271999e+01,-2.904564e-01,9.314579e-01,2.191377e-01,5.365952e+01,6.329196e+00,3.547718e-01,1.323884e+01,2.045831e+00,-4.399852e+01,3.982428e-08,
1.283999e+01,-9.949168e-01,5.197586e-02,8.624979e-02,8.850475e+01,2.473948e+00,2.541589e-03,5.892599e+01,1.461097e+00,-4.403062e+01,3.953101e-08,
1.295999e+01,-4.672889e-01,6.988878e-01,-5.414766e-01,6.188370e+01,-1.639211e+01,2.663556e-01,-3.776741e+01,2.834337e+00,-4.400725e+01,3.974429e-08,
1.307999e+01,-9.847237e-01,1.481418e-01,9.150565e-02,8.572229e+01,2.625116e+00,7.638164e-03,3.170319e+01,1.892917e+00,-4.406091e+01,3.925623e-08,
1.319999e+01,-8.466627e-02,9.850075e-01,1.503057e-01,4.745639e+01,4.322320e+00,4.576669e-01,8.676032e+00,3.009591e+00,-4.400652e+01,3.975099e-08,
1.331999e+01,-2.299206e-01,6.925855e-01,-6.837118e-01,5.418242e+01,-2.156719e+01,3.850397e-01,-4.463059e+01,1.134660e+00,-4.396998e+01,4.008683e-08,
1.343999e+01,-4.744455e-01,6.286024e-01,-6.162471e-01,6.352207e+01,-1.902130e+01,2.627773e-01,-4.443135e+01,2.918549e+00,-4.405348e+01,3.932348e-08,
1.355999e+01,-9.677736e-01,-1.991003e-01,-1.541859e-01,-8.418736e+01,-4.434792e+00,1.611319e-02,-1.422453e+02,1.044520e+00,-4.402551e+01,3.957757e-08,
1.367999e+01,-7.024281e-01,6.817582e-01,2.044516e-01,6.792776e+01,5.898700e+00,1.487859e-01,1.669340e+01,3.523535e+00,-4.405059e+01,3.934963e-08,
1.379999e+01,-2.546831e-01,9.341267e-01,2.500874e-01,5.262531e+01,7.241343e+00,3.726584e-01,1.498792e+01,2.599861e+00,-4.401253e+01,3.969605e-08,
1.391999e+01,-9.006896e-01,2.062750e-01,-3.823727e-01,8.355032e+01,-1.124037e+01,4.965521e-02,-6.165489e+01,1.686140e+00,-4.402218e+01,3.960793e-08,
1.403999e+01,-4.279248e-01,7.934673e-01,-4.327701e-01,5.916921e+01,-1.282174e+01,2.860376e-01,-2.860877e+01,3.506053e+00,-4.402131e+01,3.961581e-08,
1.415999e+01,-9.280138e-01,-3.130281e-01,-2.019996e-01,-8.068012e+01,-5.826957e+00,3.599312e-02,-1.471655e+02,1.838056e+00,-4.400296e+01,3.978355e-08,
1.427999e+01,-2.788870e-01,9.049368e-01,3.214209e-01,5.356423e+01,9.374438e+00,3.605565e-01,1.955433e+01,3.012738e+00,-4.399358e+01,3.986958e-08,
1.439999e+01,2.049067e-01,9.706290e-01,1.260657e-01,3.903974e+01,3.621152e+00,6.024533e-01,7.400175e+00,1.150935e+00,-4.397726e+01,4.001967e-08,
1.451999e+01,-4.474201e-01,-4.595397e-01,-7.672278e-01,-6.711720e+01,-2.505280e+01,2.762900e-01,-1.209200e+02,1.753134e+00,-4.399986e+01,3.981197e-08,
1.463999e+01,-1.060182e-01,9.609069e-01,-2.557695e-01,4.814803e+01,-7.409595e+00,4.469909e-01,-1.490512e+01,3.563607e+00,-4.400403e+01,3.977376e-08,
1.475999e+01,-5.516912e-01,7.446784e-01,3.756207e-01,6.326635e+01,1.103134e+01,2.241544e-01,2.676668e+01,2.475590e+00,-4.398475e+01,3.995080e-08,
1.487999e+01,-2.790439e-02,9.848691e-01,-1.710386e-01,4.581147e+01,-4.924105e+00,4.860478e-01,-9.852085e+00,7.835621e-01,-4.397740e+01,4.001844e-08,
1.499999e+01,-6.912947e-01,4.658640e-01,-5.523427e-01,7.301197e+01,-1.676394e+01,1.543527e-01,-4.985461e+01,2.635583e+00,-4.401877e+01,3.963899e-08,
1.511999e+01,-1.954661e-01,6.236402e-01,-7.568791e-01,5.370122e+01,-2.459492e+01,4.022670e-01,-5.051275e+01,2.002127e+00,-4.392334e+01,4.051964e-08,
1.523999e+01,-9.855312e-01,3.557311e-02,-1.657191e-01,8.896639e+01,-4.769505e+00,7.234400e-03,-7.788479e+01,2.054776e+00,-4.401511e+01,3.967243e-08,
1.535999e+01,-3.382517e-01,8.886464e-01,3.096664e-01,5.541934e+01,9.019564e+00,3.308741e-01,1.921190e+01,2.713426e+00,-4.397445e+01,4.004559e-08,
1.547999e+01,5.143119e-01,6.196878e-01,5.928493e-01,2.515446e+01,1.817973e+01,7.571560e-01,4.373201e+01,1.104904e+00,-4.391697e+01,4.057913e-08,
1.559999e+01,-6.733106e-01,-2.567402e-01,-6.933522e-01,-7.956382e+01,-2.194803e+01,1.633447e-01,-1.103190e+02,1.197579e+00,-4.399116e+01,3.989183e-08,
1.571999e+01,-3.450773e-01,7.550037e-01,-5.575761e-01,5.728148e+01,-1.694417e+01,3.274614e-01,-3.644615e+01,2.611061e+00,-4.397151e+01,4.007278e-08,
1.583999e+01,-2.540648e-01,-4.671109e-01,-8.469112e-01,-5.927103e+01,-2.893864e+01,3.729676e-01,-1.188788e+02,4.630753e-01,-4.394007e+01,4.036390e-08,
1.595999e+01,-4.709824e-01,8.223349e-01,3.192818e-01,5.990070e+01,9.309749e+00,2.645088e-01,2.121932e+01,3.845971e+00,-4.400012e+01,3.980961e-08,
1.607999e+01,-2.543336e-01,9.552511e-01,-1.510288e-01,5.245451e+01,-4.343277e+00,3.728332e-01,-8.984313e+00,9.264325e-01,-4.397610e+01,4.003038e-08,
1.619999e+01,-5.133524e-01,5.564455e-01,-6.533282e-01,6.634664e+01,-2.039650e+01,2.433238e-01,-4.957866e+01,2.161061e+00,-4.399384e+01,3.986720e-08,
1.631999e+01,-8.927725e-02,8.283363e-01,-5.530718e-01,4.807577e+01,-1.678901e+01,4.553614e-01,-3.373064e+01,2.875090e+00,-4.398724e+01,3.992787e-08,
1.643999e+01,-2.808251e-01,8.800362e-01,-3.829799e-01,5.384911e+01,-1.125919e+01,3.595874e-01,-2.351803e+01,1.893075e+00,-4.399019e+01,3.990074e-08,
1.655999e+01,-9.509630e-01,2.203195e-01,2.170915e-01,8.347791e+01,6.269130e+00,2.451851e-02,4.457718e+01,3.255085e+00,-4.405521e+01,3.930781e-08,
1.667999e+01,-1.511460e-01,9.582492e-01,2.427208e-01,4.948175e+01,7.023590e+00,4.244270e-01,1.421385e+01,3.006909e+00,-4.395614e+01,4.021479e-08,
1.679999e+01,6.966302e-01,7.380246e-03,-7.173924e-01,3.034904e-01,-2.291981e+01,8.483151e-01,-8.941058e+01,1.317000e-01,-4.400448e+01,3.976971e-08,
