"Date","March-30-2023"
"Time","00h27m48s"
"PAX Card Serial","M00255249"
"PAX Card Name","PAX5710 Polarization Analyzing System"
"PAX Card Next Cal","September-19-2013"
"PAX Sensor Serial","M00255490"
"PAX Sensor Name","PAN5710VIS (400 - 700nm)"
"PAX Sensor Next Cal","September-19-2012"
"Wavelength [m]",6.330000e-07
"Basic Sample Rate [SPS]",1.000000e+02
"Power Range [dBm]","Auto"
"Azimuth Offset [�]",0.000000e+00
"Number of Basic Periods",2
"Signal Averaging",1
"Result Averaging",1
"Sample Time [s]",2.000000e-02
"Number of Measurements",1024
"Record Rate",1
"Record Time [s]",2.048000e+01
"Pretrigger Measurements",0
"Pretrigger Time [s]",0.000000e+00
"Trigger Source","Auto"
"Time Stamp [s]","Stokes 1","Stokes 2","Stokes 3","Azimuth [�]","Ellipticity [�]","Power Split Ratio","Phase Difference [�]","DOP [%]","Power [dBm]","Power [W]"
1.240000e+00,6.930566e-02,2.878649e-02,9.971801e-01,1.127791e+01,4.284806e+01,5.346528e-01,8.834645e+01,6.014629e-01,-2.581937e+01,2.618565e-06,
1.260000e+00,-3.478388e-02,-2.975478e-01,9.540730e-01,-4.833386e+01,3.628399e+01,4.826081e-01,1.073212e+02,7.851512e-01,-2.582174e+01,2.617131e-06,
1.280000e+00,7.063503e-03,-1.958999e-01,9.805985e-01,-4.396750e+01,3.934763e+01,5.035318e-01,1.012976e+02,6.520919e-01,-2.581904e+01,2.618763e-06,
1.300000e+00,7.372898e-02,-1.645075e-01,9.836165e-01,-3.292951e+01,3.980714e+01,5.368645e-01,9.949470e+01,6.031194e-01,-2.581705e+01,2.619962e-06,
1.320000e+00,-1.192593e-01,-6.163069e-01,7.784234e-01,-5.047587e+01,2.555822e+01,4.403703e-01,1.283700e+02,6.910547e-01,-2.582237e+01,2.616755e-06,
1.340000e+00,-6.686265e-02,-2.420933e-01,9.679464e-01,-5.271969e+01,3.772701e+01,4.665687e-01,1.040422e+02,6.047959e-01,-2.582161e+01,2.617215e-06,
1.360000e+00,2.880099e-03,-1.364018e-01,9.906494e-01,-4.439520e+01,4.107928e+01,5.014400e-01,9.783972e+01,6.957836e-01,-2.582106e+01,2.617542e-06,
1.380000e+00,2.606131e-02,-5.939246e-02,9.978945e-01,-3.315411e+01,4.314063e+01,5.130307e-01,9.340610e+01,6.484423e-01,-2.581946e+01,2.618510e-06,
1.400000e+00,9.685755e-03,2.836949e-03,9.999491e-01,8.162630e+00,4.471086e+01,5.048429e-01,8.983745e+01,5.915056e-01,-2.581839e+01,2.619155e-06,
1.420000e+00,-1.130218e-01,-1.327080e-01,9.846901e-01,-6.520982e+01,3.998063e+01,4.434891e-01,9.767558e+01,5.593618e-01,-2.582047e+01,2.617902e-06,
1.440000e+00,2.992349e-02,-1.459593e-01,9.888379e-01,-3.920709e+01,4.071565e+01,5.149617e-01,9.839662e+01,5.676130e-01,-2.582057e+01,2.617837e-06,
1.460000e+00,-1.513451e-01,2.050702e-01,9.669751e-01,6.321396e+01,3.761703e+01,4.243275e-01,7.802646e+01,7.273743e-01,-2.582357e+01,2.616031e-06,
1.480000e+00,1.809388e-01,-3.205698e-01,9.297829e-01,-3.027919e+01,3.420050e+01,5.904694e-01,1.090231e+02,7.017019e-01,-2.581637e+01,2.620374e-06,
1.500000e+00,2.615347e-01,-1.729522e-01,9.495721e-01,-1.673828e+01,3.586338e+01,6.307674e-01,1.003225e+02,6.299819e-01,-2.581482e+01,2.621310e-06,
1.520000e+00,-2.701663e-02,-4.219923e-01,9.061968e-01,-4.683158e+01,3.249248e+01,4.864917e-01,1.149702e+02,6.344770e-01,-2.582167e+01,2.617174e-06,
1.540000e+00,2.942911e-02,-4.549813e-01,8.900146e-01,-4.314957e+01,3.143754e+01,5.147146e-01,1.170764e+02,6.498689e-01,-2.581926e+01,2.618630e-06,
1.560000e+00,6.060630e-02,1.745932e-01,9.827737e-01,3.542832e+01,3.967488e+01,5.303032e-01,7.992631e+01,7.144271e-01,-2.581899e+01,2.618795e-06,
1.580000e+00,-9.239993e-02,-1.601365e-02,9.955932e-01,-8.508392e+01,4.230952e+01,4.538000e-01,9.092150e+01,6.622255e-01,-2.582158e+01,2.617233e-06,
1.600000e+00,4.571337e-02,5.402076e-02,9.974929e-01,2.488074e+01,4.297098e+01,5.228567e-01,8.690009e+01,6.097152e-01,-2.581838e+01,2.619161e-06,
1.620000e+00,-1.106983e-01,-4.812556e-01,8.695625e-01,-5.147692e+01,3.020392e+01,4.446508e-01,1.189621e+02,5.854267e-01,-2.582182e+01,2.617085e-06,
1.640000e+00,2.736135e-01,-8.011028e-02,9.584978e-01,-8.159653e+00,3.671759e+01,6.368068e-01,9.477762e+01,6.304350e-01,-2.581631e+01,2.620409e-06,
1.660000e+00,-4.324806e-01,1.265771e-01,8.927143e-01,8.184323e+01,3.160816e+01,2.837597e-01,8.192988e+01,8.301153e-01,-2.583034e+01,2.611956e-06,
1.680000e+00,1.123931e-01,-7.735294e-02,9.906484e-01,-1.726856e+01,4.107907e+01,5.561966e-01,9.446478e+01,6.801540e-01,-2.581699e+01,2.620001e-06,
1.700000e+00,2.459361e-01,-3.357801e-01,9.092674e-01,-2.688988e+01,3.270215e+01,6.229680e-01,1.102685e+02,6.291022e-01,-2.581495e+01,2.621229e-06,
1.720000e+00,-1.162884e-01,-1.703070e-01,9.785052e-01,-6.216295e+01,3.904948e+01,4.418558e-01,9.987332e+01,5.606475e-01,-2.582194e+01,2.617016e-06,
1.740000e+00,-9.660517e-02,1.005196e-01,9.902339e-01,6.693120e+01,4.099298e+01,4.516974e-01,8.420371e+01,5.931706e-01,-2.582167e+01,2.617178e-06,
1.760000e+00,-6.273352e-02,-2.573567e-01,9.642780e-01,-5.184966e+01,3.731972e+01,4.686332e-01,1.049434e+02,7.369210e-01,-2.582242e+01,2.616726e-06,
1.780000e+00,-1.480793e-01,-1.855949e-01,9.714047e-01,-6.429253e+01,3.813255e+01,4.259603e-01,1.008165e+02,6.509541e-01,-2.582131e+01,2.617396e-06,
1.800000e+00,-7.649915e-02,-3.540922e-01,9.320765e-01,-5.109549e+01,3.438042e+01,4.617504e-01,1.108016e+02,6.520336e-01,-2.581922e+01,2.618655e-06,
1.820000e+00,-1.622706e-01,-4.804993e-01,8.618519e-01,-5.433023e+01,2.976258e+01,4.188647e-01,1.191405e+02,6.051620e-01,-2.582190e+01,2.617039e-06,
1.840000e+00,2.010300e-01,-1.619724e-01,9.661014e-01,-1.942942e+01,3.751945e+01,6.005150e-01,9.951745e+01,6.194782e-01,-2.581708e+01,2.619942e-06,
1.860000e+00,1.752569e-01,-1.682258e-01,9.700439e-01,-2.191366e+01,3.797024e+01,5.876284e-01,9.983843e+01,7.018167e-01,-2.581754e+01,2.619669e-06,
1.880000e+00,9.054523e-02,-1.982829e-01,9.759536e-01,-3.272817e+01,3.870484e+01,5.452726e-01,1.014844e+02,6.549935e-01,-2.581774e+01,2.619544e-06,
1.900000e+00,-6.215380e-02,-9.657336e-02,9.933834e-01,-6.138250e+01,4.170264e+01,4.689231e-01,9.555265e+01,5.755690e-01,-2.581943e+01,2.618529e-06,
1.920000e+00,-1.817692e-01,-2.390546e-01,9.538411e-01,-6.362408e+01,3.626184e+01,4.091154e-01,1.040698e+02,5.271783e-01,-2.582289e+01,2.616443e-06,
1.940000e+00,-1.979850e-01,-1.459073e-01,9.692848e-01,-7.180561e+01,3.788128e+01,4.010075e-01,9.856051e+01,6.131928e-01,-2.582492e+01,2.615217e-06,
1.960000e+00,-8.146545e-02,-1.351297e-01,9.874732e-01,-6.054223e+01,4.046077e+01,4.592673e-01,9.779218e+01,7.106767e-01,-2.582199e+01,2.616983e-06,
1.980000e+00,1.061116e-01,-2.932356e-01,9.501333e-01,-3.505330e+01,3.591480e+01,5.530558e-01,1.071516e+02,6.616942e-01,-2.581745e+01,2.619718e-06,
2.000000e+00,2.304915e-02,-5.005005e-01,8.654294e-01,-4.368163e+01,2.996589e+01,5.115246e-01,1.200419e+02,7.166441e-01,-2.581738e+01,2.619764e-06,
2.020000e+00,-1.808427e-01,-2.451258e-01,9.524753e-01,-6.320911e+01,3.613248e+01,4.095787e-01,1.044323e+02,6.367828e-01,-2.582267e+01,2.616572e-06,
2.040000e+00,-1.946762e-01,-1.809325e-01,9.640356e-01,-6.854778e+01,3.729355e+01,4.026619e-01,1.006297e+02,5.820349e-01,-2.582333e+01,2.616178e-06,
2.060000e+00,-1.674129e-01,-2.167725e-01,9.617602e-01,-6.383941e+01,3.705197e+01,4.162936e-01,1.027017e+02,7.828897e-01,-2.582386e+01,2.615855e-06,
2.080000e+00,2.151812e-01,-3.150952e-01,9.243441e-01,-2.783525e+01,3.378483e+01,6.075906e-01,1.088235e+02,7.243037e-01,-2.581498e+01,2.621212e-06,
2.100000e+00,-1.534226e-01,-4.252436e-01,8.919806e-01,-5.491941e+01,3.156160e+01,4.232887e-01,1.154890e+02,6.666389e-01,-2.582131e+01,2.617395e-06,
2.120000e+00,-2.778562e-01,-5.922576e-01,7.563246e-01,-5.756675e+01,2.457062e+01,3.610719e-01,1.280635e+02,7.059391e-01,-2.582508e+01,2.615121e-06,
2.140000e+00,-2.856096e-02,-2.249252e-01,9.739573e-01,-4.861834e+01,3.844765e+01,4.857195e-01,1.030039e+02,5.760063e-01,-2.582008e+01,2.618132e-06,
2.160000e+00,-5.541484e-02,-2.362733e-01,9.701052e-01,-5.159970e+01,3.797747e+01,4.722926e-01,1.036881e+02,7.502546e-01,-2.582019e+01,2.618069e-06,
2.180000e+00,1.242364e-01,-2.683353e-02,9.918897e-01,-6.093977e+00,4.134894e+01,5.621182e-01,9.154964e+01,6.676105e-01,-2.581603e+01,2.620579e-06,
2.200000e+00,3.138305e-01,-1.986322e-01,9.284695e-01,-1.616544e+01,3.409874e+01,6.569152e-01,1.020755e+02,6.268294e-01,-2.581238e+01,2.622779e-06,
2.220000e+00,-1.543951e-01,-3.963148e-01,9.050396e-01,-5.564237e+01,3.241431e+01,4.228025e-01,1.136485e+02,6.027340e-01,-2.582267e+01,2.616576e-06,
2.240000e+00,-2.494836e-01,-3.965518e-02,9.675667e-01,-8.548422e+01,3.768383e+01,3.752582e-01,9.234692e+01,5.988911e-01,-2.582423e+01,2.615633e-06,
2.260000e+00,-9.064588e-02,2.015408e-01,9.752767e-01,5.710826e+01,3.861649e+01,4.546771e-01,7.832418e+01,7.319649e-01,-2.582268e+01,2.616567e-06,
2.280000e+00,-5.655361e-02,-2.253626e-01,9.726322e-01,-5.204359e+01,3.828226e+01,4.717232e-01,1.030454e+02,6.573413e-01,-2.582073e+01,2.617742e-06,
2.300000e+00,-1.297912e-01,-4.756888e-01,8.699853e-01,-5.263080e+01,3.022847e+01,4.351044e-01,1.186689e+02,7.089126e-01,-2.582197e+01,2.616998e-06,
2.320000e+00,-7.235260e-02,-3.559735e-01,9.316909e-01,-5.074451e+01,3.434998e+01,4.638237e-01,1.109105e+02,6.165345e-01,-2.582209e+01,2.616925e-06,
2.340000e+00,1.460334e-01,-3.646724e-01,9.196131e-01,-3.408816e+01,3.343480e+01,5.730167e-01,1.116308e+02,6.791835e-01,-2.581921e+01,2.618659e-06,
2.360000e+00,-1.301339e-01,-1.839453e-01,9.742840e-01,-6.263894e+01,3.848905e+01,4.349331e-01,1.006916e+02,7.496297e-01,-2.582283e+01,2.616478e-06,
2.380000e+00,-4.463427e-01,-1.038610e-01,8.888144e-01,-8.345038e+01,3.136232e+01,2.768286e-01,9.666498e+01,7.035286e-01,-2.582758e+01,2.613620e-06,
2.400000e+00,3.255963e-02,-3.035599e-01,9.522559e-01,-4.193895e+01,3.611186e+01,5.162798e-01,1.076812e+02,6.177984e-01,-2.581902e+01,2.618772e-06,
2.420000e+00,-2.472990e-01,-2.972777e-01,9.222089e-01,-6.487817e+01,3.362558e+01,3.763505e-01,1.078669e+02,5.103276e-01,-2.582457e+01,2.615431e-06,
2.440000e+00,3.011090e-02,-3.848128e-01,9.225034e-01,-4.276291e+01,3.364742e+01,5.150555e-01,1.126430e+02,6.629782e-01,-2.582059e+01,2.617829e-06,
2.460000e+00,1.091506e-01,2.615917e-01,9.589869e-01,3.367570e+01,3.676688e+01,5.545753e-01,7.474211e+01,7.500890e-01,-2.581866e+01,2.618993e-06,
2.480000e+00,4.468572e-02,1.442633e-01,9.885299e-01,3.639479e+01,4.065682e+01,5.223429e-01,8.169703e+01,6.447783e-01,-2.581785e+01,2.619480e-06,
2.500000e+00,-1.654107e-01,-4.899867e-01,8.558927e-01,-5.432688e+01,2.942925e+01,4.172947e-01,1.197905e+02,6.346522e-01,-2.582064e+01,2.617795e-06,
2.520000e+00,2.513593e-01,-1.237839e-01,9.599459e-01,-1.310916e+01,3.686436e+01,6.256796e-01,9.734768e+01,5.583052e-01,-2.581602e+01,2.620583e-06,
2.540000e+00,-1.340449e-01,-2.143665e-01,9.675118e-01,-6.100902e+01,3.767760e+01,4.329776e-01,1.024929e+02,6.154132e-01,-2.582329e+01,2.616201e-06,
2.560000e+00,1.792006e-01,-1.490080e-02,9.836997e-01,-2.376647e+00,3.982039e+01,5.896003e-01,9.086783e+01,7.269482e-01,-2.581790e+01,2.619451e-06,
2.580000e+00,-2.367524e-01,1.994533e-01,9.508768e-01,6.994368e+01,3.598335e+01,3.816238e-01,7.815354e+01,6.387195e-01,-2.582356e+01,2.616041e-06,
2.600000e+00,-3.538155e-02,-4.334785e-01,9.004691e-01,-4.733314e+01,3.210990e+01,4.823092e-01,1.157058e+02,6.718534e-01,-2.582015e+01,2.618091e-06,
2.620000e+00,-1.029997e-01,-2.941346e-01,9.501978e-01,-5.464958e+01,3.592073e+01,4.485002e-01,1.072000e+02,6.204979e-01,-2.582287e+01,2.616453e-06,
2.640000e+00,2.065107e-01,-3.078626e-01,9.287486e-01,-2.807338e+01,3.412029e+01,6.032553e-01,1.083394e+02,6.663612e-01,-2.581842e+01,2.619135e-06,
2.660000e+00,-1.522277e-01,-2.512870e-01,9.558669e-01,-6.060358e+01,3.645720e+01,4.238861e-01,1.047292e+02,7.715178e-01,-2.582414e+01,2.615690e-06,
2.680000e+00,-1.236698e-01,-1.736752e-02,9.921714e-01,-8.600298e+01,4.141299e+01,4.381651e-01,9.100283e+01,6.208311e-01,-2.582186e+01,2.617060e-06,
2.700000e+00,1.502316e-01,-3.489165e-01,9.250339e-01,-3.335246e+01,3.383673e+01,5.751158e-01,1.106661e+02,6.310019e-01,-2.581626e+01,2.620439e-06,
2.720000e+00,-2.432744e-01,-1.803071e-01,9.530514e-01,-7.172768e+01,3.618681e+01,3.783628e-01,1.007131e+02,5.893342e-01,-2.582570e+01,2.614747e-06,
2.740000e+00,7.652599e-02,-2.594742e-01,9.627133e-01,-3.678389e+01,3.715228e+01,5.382630e-01,1.050841e+02,6.698201e-01,-2.582043e+01,2.617926e-06,
2.760000e+00,1.440243e-01,-8.591846e-02,9.858372e-01,-1.540921e+01,4.017279e+01,5.720121e-01,9.498090e+01,7.357096e-01,-2.581817e+01,2.619287e-06,
2.780000e+00,-2.463954e-01,-8.111089e-02,9.657693e-01,-8.088949e+01,3.748269e+01,3.768023e-01,9.480076e+01,6.592958e-01,-2.582482e+01,2.615277e-06,
2.800000e+00,-2.407636e-03,-2.756606e-01,9.612520e-01,-4.525021e+01,3.699899e+01,4.987962e-01,1.060014e+02,5.920964e-01,-2.582035e+01,2.617972e-06,
